text,label
This team is comprised of various technical specialists that are currently conducting assessments and meeting with the relief community in both countries to determine any needs that might be addressed through DOD resources.,1
"Natural disasters such as earthquakes, tsunamis, torrential rains, heavy snowfalls, storms(typhoons and tornados), floods, landslide disasters (avalanche of rock and earth, mudslides, and soil erosions), volcanic eruptions, forest fires and droughts have threatened human life by bringing about socio-economic disorders as well as loss of lives and damage of property.",1
Authorities plan to deploy excavators and bulldozers to Wulai while local business have cleared drainage ditches as they prepare for the typhoon.,1
A huge undersea earthquake off the Aceh coast triggered the tsunami on Dec. 26.,1
"Evacuees said they would return home only if the government officially stated that it was safe to do so, as they continue to feel mild tremors.",1
"The National Meteorological Center forecast showers in the country's north and northeast areas for the next ten days, marking a critical point for the country's flood control and disaster prevention efforts.",1
"While this year's rains are forecast to be normal, last year saw temperatures soar to the warmest year on record since 1901 and brought the driest monsoon in nearly four decades.",1
"- In Tajikistan, where we recently distributed blankets and generators to help residents keep warm during an unusually harsh winter, 61% percent of households are down to no more than one warm meal a day.",1
ANGOLA: UNHCR to send emergency relief mission,1
The volume of destruction and damage in the regions affected by the freshet is being estimated.,1
The most critical gap in the whole assistance effort in northeastern Afghanistan has been the absence of a large-scale programme to provide improved rainfed wheat seed.,1
It is this contaminated water that has raised fears of more waterborne disease outbreaks.,1
"With no sign of a let-up in the rainy weather, there are fears the flooding could worsen in the coming weeks and devastate the largely agricultural economies in southern Africa in the middle of the summer growing season.",1
"In the disaster's aftermath Federer led several fundraising initiatives including the ATP All-Star Rally for Relief, a unique exhibition tournament with proceeds benefiting UNICEF's tsunami-relief programmes.",1
NWS expects the current El Niño's effect to surpass the 1997/98 El Niño event that adversely impacting approximately 3 million people.,1
"river threatened to inundate coastal districts of Vijayawada and Guntur in neighbouring Andhra Pradesh, senior officials said.",1
"Heavy monsoon rains over the past 10 days have lashed India's eastern province of Bihar causing extensive flooding, disrupting communications, washing away bridges and submerging roads.",1
"In many shelters, the flooring has developed cracks and bamboo beams have corroded due to termite infestation.",1
"The routes North and South can handle two-lane traffic on most of the coastal road from E 04=B043'53.8"" N 95=B030'27.4"" to E 04=B032'32.4"" N 95=B043'02.0"" with areas that are reduced to single-lane traffic, which in most cases are small timber bridges that have been recently replaced by the TNI.",0
The formation of this depression and the consequent organisation of monsoon trough led to rapid advancement over the northern and northwestern parts of the country and covered the entire country by 30 June.,1
"The strongest wind force measured near the centre of Tropical Depression No. 8 was at Beaufort Scale 6 (39 to 49 kilometres per hour), with wind gusting to above Beaufort Scale 6.",1
"An initial emergency operation, launched today and valued at USD $500,000, will fund immediate airlifts of food aid and cover initial emergency response staff deployments in Myanmar.",1
"Each of the facilities runs outreach programs in school health, vector control, and community health development.",1
Most have limited space and too few shelters resulting in severe overcrowding.,0
This has triggered several landslide warnings by the National Building Research Organization (NBRO) specially in the Central and Uva Provinces.,1
"The south and centre of Mozambique have been affected over the last few days by a cold front that has brought thundery showers, particularly in coastal areas.",1
"The unprecedented drought and heat that has blanketed the country since June has sparked some of the worst forest fires in recent history, with 230 new conflagrations detected in the last 24 hours, the emergencies ministry said.",1
"There was very little rainfall this past week (Pakistani administered Kashmir), and no major snowfall is forecast for the coming week.",0
"This appeal currently focuses on emergency needs in Ghana, where excessive rainfall coupled with the spillage of excess water from the Bagre Reservoir in Burkina Faso has resulted in extensive floods in the Northern, Upper East and Upper West Regions.",1
"Heavy rain in Guangxi is continuing, forcing 224 reservoirs to discharge floodwater.",1
An additional challenge will be for relief agencies to address immediate needs while supporting efforts to adopt drought preparedness and mitigation measures that will minimize the impact of future droughts.,1
"Agriculture Ministry officials said that about approximately 97,493 hectares of ricefields have been hit.",1
"CRS continues to assess the immediate needs of those fleeing the fiery volcanic lava flows, to position relief supplies, and to work with local church partners and other relief organizations in an effort to respond to the emergency.",1
The severe rainstorm will hit southern Leizhou Peninsula and most parts of Hainan.,1
"In addition, they saw neither ongoing volcanism nor fumaroles at the bottom of the crater, although they could smell SO2.",1
"Typhoon Ewiniar, which prompted evacuations of cities along China's eastern seaboard on Saturday, missed China altogether, weakened into a tropical storm and rolled into South Korea.",1
"Almost all of the 400,000 people who fled the molten magma to the surrounding hills have returned to what is left of their city.",1
"Also, MAP International placed over $2 million in emergency supplies on the United States gulf coast following Hurricanes Katrina and Rita.",1
"The official estimates indicate that following a significant decrease in livestock numbers in 1997 in the aftermath of disastrous floods, there has been a positive turnaround in the number of all livestock species, except oxen and sheep (Table 5)",1
"In Camp Raider, 4km outside the town of Banda Aceh, each barrack comprises of twelve tin-roofed rooms measuring 3 x 4 metres, raised up on stilts for protection against the torrential tropical rains.",1
ANGOLA: Dutch government pledges aid,1
"On 4 August 2015, when the Myanmar authorities appealed for international aid, Switzerland decided to make a budget of USD 126,00 available to support relief efforts.",1
"As relief groups in southern Africa rush relief to hundreds of thousands of people driven from their homes by flooding, the prospect of an even larger catastrophe looms with every rising river.",1
"Weather officials said islands in the Bay of Bengal were gripped by high tides caused by monsoon clouds, and warned all fishing boats to return to their bases.",1
"It's a curse because the parched land can't absorb sudden downpours, which increase the risk of flooding and waterborne disease.",1
UNICEF workers were forced to abandon their first attempt at reaching Sarainyan Village because of strong currents.,1
"(a) Following consecutive seasons of bad harvests, food aid requirements for Lesotho from February to June 2004 have been increased from 3634 tons to 6915 tons per month, with an increase in beneficiaries from 362,000 to 600,000.",0
"JAKARTA, Feb 14 (AFP) - An sub-sea earthquake measuring 5.0 on the Richter scale rocked the south of the Indonesian island of Sumatra early Wednesday morning, but there were no immediate reports of casualties or damage, a seismologist and residents said.",1
"Objective 2 - to reduce morbidity and mortality in the community through the provision of curative services such as case management on an outpatient basis, early diagnosis and early treatment, basic laboratory services and distribution of medicines.",1
"Vice President Jusuf Kalla repeated his earlier estimate that as many as 2,000 people are believed to have died in the quake as relief officials said some 500 were confirmed killed in the disaster - the largest earthquake to hit Sumatra since the December tremblor that generated a tsunami that left more than 220,000 people dead or missing in Indonesia.",1
He said atrocious weather in the north of the country could increase the chances of pneumonia and polluted water supplies increased the risk of waterborne diseases.,1
"December 13, 2005, Islamabad, Pakistan - With winter storms approaching, and an estimated three million earthquake survivors living without adequate shelter from the bitter cold, Catholic Relief Services (CRS) says it is in a race against time to prevent a second wave of deaths from the disaster.",1
The United Nations would work with troop- and police-contributing countries to adapt predeployment training to those new environments.,1
Police in Bauchi state confirmed overnight witness reports of a huge explosion at the terminal in the town of Azare at 9:45 pm (2045 GMT).,1
"The WHO said the first signs of potentially deadly diseases, though expected, have emerged in India and Sri Lanka, but there was no reason for alarm yet.",1
"The U.S. Agency for International Development is supporting nonprofit partners, such as Church World Service and France-based Agency for Technical Cooperation and Development, in working for the resumption of agricultural activity and other employment in vulnerable areas.",0
The commission said it is working with the provincial health bureau to create an outline for helping local medical institutions monitor drinking water quality and test for pathogenic microorganisms.,1
"It has earned a fundraising efficiency score of 99 percent or better from Forbes for the past eight years, and is ranked by the Chronicle of Philanthropy as California's largest international nonprofit organization based on private support.",0
"The system is currently at the stage of tropical disturbance (with pressure at the centre estimated at 1003 hPa, average wind speed of 37km/h and gusts at sea of 52 km/h) and is movin g slowly west-south-west.",1
"This is a joint project on natural disaster prevention, control, and relief advocacy in the world.",0
The eruption on April 18th blew volcanic rocks which broke solar panels on roofs and car windows in Takaharu-cho.,1
"On 26 May an aftershock measuring 4.1 on the Richter scale was recorded in Zemmouri, 70 Km of Algiers.",1
"At least three aftershocks rocked the area off the west coast of Sumatra island, one of them measured at 6.3 on the Richter scale by the Hong Kong observatory, fraying survivors' nerves.",1
"According to him, some anonymous donors gave FCFA 35 million (US$70,000), 30 tons of rice and 1,000 mosquito nets.",1
"Ideally under normal conditions teams would be established that would work in rotating shifts, but this is not viable in evacuation shelters with many elderly people because of the extra amount of care they need beyond immediate necessities like food, clothing and shelter.",1
An UNHAS Mi26 has caused some damage to local infrastructure around Muzaffarabad airport due to its strong downdraft during landing.,1
Tents are deemed too hot as the daytime temperature is 45 degrees.,1
"In Bangladesh a father and child were killed after a tourist boat capsized from large waves, local officials said.",1
"In the last one week, continuous heavy rains have severely disrupted life in Botswana as rivers and dams burst their banks causing widespread flooding.",1
"Beijing was hit by a massive storm on July 21, flooding downtown streets, triggering landslides in suburban areas and resulting in more than 70 deaths.",1
At least five people were swept away by surging rivers and hundreds of houses collapsed in overnight storms.,1
"The Department of Agriculture also provided vaccination for blackleg and pasteurellosis, as well as treatment for internal and external parasites.",1
"His decree allowed the government to use troops to force evacuations, appropriate private buildings and vehicles, re-prioritise budgets and disregard all planning laws during reconstruction.",1
"In China,at 3pm their time today,an earthquake measuring 7.8 on the richter scale hit the Wenchuan county in SichuanProvince.",1
"GENEVA, Nov 7 (Reuters) - The United Nations and the global Red Cross/Red Crescent said on Monday urgent cash support from the outside world was vital to save thousands of lives as winter moves in on homeless survivors of the Pakistan earthquake.",1
The weather pattern will be happening very complicatedly.,1
"Chinese state media showed city-centre streets under about 60 centimetres of water in Fuzhou, the capital of Fujian province, with more torrential rain and strong winds forecast until Tuesday.",1
"As winter sets in, thousands of earthquake victims in Kashmir await help in the valleys and mountainsides, shivering in the onslaught of snow and unrelenting rain.",1
"This is the second wave of attack to northern area by the nature's fury, following Wednesday night's devastating tornadoes that lashed the northern district Mymensingh and northeastern district Netrakona, leaving some 70 killed and over one thousand injured.",1
"While the storage tanks all appeared to have survived the battering from heavy rain on Sunday, the concrete overflow barriers around them were not high enough to contain the rainwater runoff in several places.",1
"A presidential decree mandated a $412 million compensation fund, but the company has insisted on paying 20 percent now and the rest within two years.",0
The DDPM has ordered local authorities to prepare for severe temperature drop as well as to prevent local residents from gusting wind during this time of year.,1
"Several known episodes in seismic history point to the danger of an imminent follow-on earthquake in subduction zones when the interplay between two vast forces, of sliding and vertical stresses, is right.",1
"Indeed, the social and environmental conditions, which had made the livestock production and herbage utilisation system sustainable in the past, no longer exist to support the traditional livestock grazing system.",1
"Cattle and small ruminant losses in the province are high and debilitating diseases such as foot-rot and internal/external parasite infestations were noted to have increased, placing pressure on the very limited veterinary services.",1
"The country sits in one of the most geologically unstable regions on earth, part of the earthquake-prone ""Ring of Fire,"" that partly encircles the Pacific Basin.",1
After the earthquake we have been experiencing tremors almost every day.,1
"Officials in the Disaster Management Ministry said the northern Dinajpur and Rangpur regions, close to the Himalayan foothills, were facing the coldest winter in recent years with night temperatures plummeting below 6 degree Celsius.",1
"The greatest need after the devastation wreaked by the 7.6 magnitude quake was for field hospitals, water purification and blankets, the spokeswoman said.",1
"The fourth typhoon to hit China this year, Bilis caused heavy flooding and rainstorms, leaving at least 612 people dead and 208 missing.",1
Agronomists in the zonal agricultural offices have reported that current protection measures against this fungal disease are not economical at the peasant level.,1
The PMD had predicted 'rain with dust-thunderstorm' on Friday and Saturday but it did not expect strong winds to convert into a mini-tornado.,1
"Though weakened, Lili still slammed into Louisiana with hurricane-force winds that ripped up trees, smashed mobile homes and caused widespread blackouts.",1
"The report also warns that if the clan fighting extends to sorghum-producing areas in the south during this critical stage of crop harvest, it could further hamper harvesting and exert a negative impact on food security throughout Somalia.",1
The sun removes any trace of humidity and it's essential to constantly drink water to avoid dehydration.,0
"The effects of snow and low temperatures will be exacerbated by heavy winds, and dust storms will occur more frequently, yet no new grass will have grown by this time.",1
But we need your support to reach more people: please donate today to our Ebola Crisis Appeal.,1
The seed is being distributed to farmers in higher elevations and in areas where satellite imagery developed by the United States Geological Survey (USGS) shows adequate soil moisture for germination and growth.,0
"Television pictures showed shattered buildings, roads split in two, whole mountainsides sheared off, and survivors fighting to free themselves from the debris.",1
South Korea suspended all types of food and fertilizer aid to North Korea after the North conducted missile tests in July.,1
"Future Harvest (www.futureharvest.org) is a global nonprofit organization that builds awareness and support for food and environmental research for a world with less poverty, a healthier human family, well-nourished children, and a better environment.",0
"Nighttime temperatures in the winter months range from minus 10 to minus 50 (more exceptional) throughout Ghor, Parwan, Badakshan and Kapisa, with average temperatures of minus 10 to minus 15.",1
"Typhoon Kammuri, which hit the north of the country on 7 August, has caused widespread devastation in the provinces of Lao Cai, Yen Bai and Phu Tho.",1
"LISBON, Oct 21, 2005 (Xinhua via COMTEX) -- Portugal delivered its first batch of relief supplies from Lisbon Thursday to the earthquake-striken areas in Pakistan.",1
"Some areas also tried to make artificial rains, which proved to be of little help because of the lack of rain cloud.",1
Thailand: The Bureau of Epidemiology is investigating dengue hemorrhagic fever cases in Phuket following increased case reports.,1
The last African armyworm outbreak in West Africa occurred in Ghana in 2006.,1
"""I'm happy to be allowed to return home, but my house is still in a mess due to thick volcanic ash.",1
"When the flames licked through the rafters and ate their way into his bedroom, it was too late.",1
"Even though this is a 3rd major natural disaster this year after Tsunami and Hurricane Katrina, donors who have already contributed to the past fund raisers, are coming forward with their hard earned donations.",1
"**Building resilience** Longer-term measures, designed to build greater resilience to drought and climate change include the development of drought-resistant seeds, the improvement of dryland crop and livestock production systems, development of irrigation infrastructure, improved storage and more effective water and pasture management.",0
"Extensive food shortages, caused by four years of erratic and unreliable rainfall, have affected the population of 17 districts in Turkana.",1
"NAIROBI, 14 November (IRIN) - Two refugees have died after heavy rains drenched refugee camps in eastern Kenya, washing away thousands of shelters and affecting 78,000 people, mainly in Somali camps near Dadaab, the United Nations High Commissioner for Refugees (UNHCR) said on Tuesday.",1
"SWALIM [Somalia Water and Land Information Management] field reports in the last two days indicate river breakages at Hurway (about 8m wide), Eji (about 6m wide) and Maadheere (about 14m wide) villages all in Middle Shabelle Region. Hundreds of Angolan families in dozens of villages are facing serious food shortages for months to come after flooding and hail storms wrecked essential crops. Nadine and SHEEP staff members calmed their neighbors and reassured them that any flooding was likely due to recent rain showers and not an impending tsunami. Pyongyang, June 26 (KCNA) -- Typhoon-5 Meari is moving northward at speed of 60 km per hour in the DPRK. Massive flooding occurring in Kenya has affected up to 70,000 people after torrential rains lashed many parts of the country, leaving behind a trail of destruction. India is witnessing one of the wettest monsoons in half a century and although the bountiful rains are expected to boost the economy, it has also hit flood-prone regions such as Bihar, Orissa and West Bengal. The clouds, known by locals as shaggy goats"", consist of volcanic gases, ash and dust, and reach temperatures up to 500 degrees Celsius (930 degrees Fahrenheit).",1
"Given the latest reports, this could be the world's deadliest natural disaster since the tsunami of 2004, which killed 181,000 along the coastlines of Indonesia, Thailand and other parts of Asia.",1
The drought has increased the risk of fire and pest infestation.,1
"The majority of those affected were women and children, as well as pastoralists and farmers, and the erratic or failed rains could swing the region from drought to flood conditions and back again depending on the time of year, he said.",1
The strong current washed his flat boat against the superstructure of a steel railway bridge and he fell overboard.,1
Both Mondi Forest and Peak Timber companies lost 80 per cent of their tree plantations.,0
"It felt like an earthquake, says the young pemulung, but sounded like a violent thunderstorm.",1
"The explosion occurred when railway wagons, said to be loaded with highly combustible ammonium nitrate, blew up.",1
"State Government of Manipur has informed that due to incessant heavy rains since 8th August, 2002 large areas in the four valley districts have been seriously affected by floods from 11th August, 2002.",1
"The latest deaths took a nationwide death toll linked to the annual monsoon rains since mid-May to 460, 90 of them in the past week alone, according to an AFP tally.",1
"The earthquake relief effort is significantly larger, with more than 80 long-range relief flights to Pakistan delivering nearly 2,000 tons of cargo, including 11,000 all-weather tents and more than 125,000 blankets and 2,000 stoves.",1
"The government had sent the mission - a chemical engineer and two geophysicists - to Lake Nyos, some 600 km west of Yaounde, following an explosion heard there on 2 August.",1
"Two ARCS laboratory technicians also followed a 13-days refresher course on Malaria Microscopy for Lab Technicians, organised by HealthNet International in Kandahar.",1
"In the previous year, Pakistan experienced the worst disaster in its history as the torrential waters swept across major parts of Pakistan.",1
"Last year too, Help Nepal Network had collected funds and provided relief material worth over US$11,000 to Nepal Red Cross Society in support of the flood victims in the southern plains of Nepal.",1
Much of the livestock feed was buried under the rubble of fallen barns or rotted in damp conditions.,1
Progressive week by week cumulative rainfall departure from LPA during monsoon season 2009 for the country as a whole and over the four broad homogeneous regions of India are given in Table 1.,1
The fatalities were reported in different cities in Guangdong as relentless rains and gusting winds battered coastal cities in the south of the province after Prapiroon made landfall near Yangjiang city late Thursday.,1
Fire: Fire belongs to the natural succession of northern boreal virgin forest ecosystems.,0
"About 40 soldiers were caught in the snowslide on February 10 while returning to their base in the Tirah valley, which faces Afghanistan's Tora Bora mountains.",1
The PROS volunteers were working around the clock to provide support to the victims of devastating flash floods that followed torrential rains.,1
"After the "" supercyclone "" weakened itself in the last days over east India, the tremendous damage and losses of the storm tide in the Federal State Orissa become clear.",1
"The Public Works agency is still pumping out water from flooded underpasses, but some main roads are now accessible.",1
He said Pibor is likely to be hit by a severe food shortage next year becasue of a poor harvest as a result of the floods.,1
"At least a dozen, including deer and a rhino calf, drowned after floodwaters swamped the famed Kaziranga National Park in eastern Assam.",1
"Mount Sinabung is one of 129 active volcanoes in Indonesia that straddle major tectonic fault lines, known as the Pacific Ring of Fire.",1
"There was the earthquake in 1984, the landslides, the destructive storms, to say nothing of the annual high tides that destroy farmland and fish ponds, the recurrent malaria, the endemic diarrhoea and rainy season fever.",1
The Resident Coordinator expressed gratitude to USAID and DFID for their generous joint pledge of US$43 million towards food assistance.,1
"BANGKOK, 4 April 2014 (NNT) - The Disaster Prevention and Meditation Department (DPM) has reported 9 provinces hit by summer storms.",1
"Relief experts on the scene say unusually heavy rains during the past two months have put up to 1.8 million children and family members at risk in parts of Kenya, Somalia and Ethiopia.",1
"* the destruction of houses has left many families homeless and without any of their personal belongings * dead animals, silt and dislodged bodies have all contaminated the water sources putting children in particular at risk of diseases and other health problems such as diarrhoea * the floods have left tens of thousands of people marooned making it difficult to reach them with food supplies.",1
"As a succession of smaller aftershocks rattled the city, residents poured from their homes and ran for higher ground.",1
"CECI is continuously working to support the earthquake survivors of April 25 and May 12 earthquakes, and several subsequent aftershocks.",1
"On Saturday night, Soudelor will land on the eastern coast of Fujian Province with a wind speed of 33 to 38 meters per second, according to the NMC.",1
"Dubai (dpa) - A major telethon hosted by the Dubai-based Al-Arabiya channel in association with Saudi television has raised 32 million dollars for the victims of the massive earthquake in Pakistan, the Saudi Press Agency reported Sunday.",1
"The toilets are very few.. forcing people to defecate in the open air, he said at a meeting with the national emergency agency, which called for urgent action to prevent a potentially deadly disease outbreak.",1
A complicating factor increasing the need for shelter is the continuous series of smaller aftershocks still affecting the area almost two weeks after the major earthquake (and more aftershocks expected).,1
"This northward movement has resulted in positive rainfall anomalies throughout much of central and western Africa, though dryness was seen in parts of Guinea, Sierra Leone, and Liberia during the past dekad.A volunteer team of trauma counselors and social workers are working to address the emotional and mental health needs.",1
"- 110 people are trained every year on skills that are essential to the business: contract management, fire protection, plantation maintenance, plantation resource planning and establishment, among others.",0
"Yesterday, GOAL cut the ribbon on a vast clean-up operation in Ampara with leaders of the local Mosque attending, the ceremonial aspect bringing a rare moment of light to a region that has been utterly devastated.",1
"During this period, due to the prevalence of anomalous anticyclone over central India, severe heat wave conditions prevailed over many parts of the country, especially over Orissa and coastal Andhra Pradesh.",1
"After the earthquake, huge boulders blocked off the road to large vehicles.",1
"Summer flooding is common throughout China, but its damage is compounded by deforestation as rains trigger rock slides and mud flows off bare mountainsides.",1
The cycle of conflict  -  especially sectarian conflict  -  must be ended as no one was winning that fight.,0
"The Met office has forecast widespread thunderstorm and rains in Kashmir, scattered thunderstorm and rains in Khyber Pakhtunkhwa, north Punjab and Gilgit-Baltistan, isolated thunderstorm and rains in north-east Balochistan, south Punjab and Sindh and light to moderate rains in Lahore, Gujranwala, Sargodha, and Rawalpindi divisions.",1
"In cooperation with Indonesia's Islamic magazine Hidayatullah, ICR will also provide scholarships to the children, Rp 300,000 ($ 31) per month for each.",1
"Only light showers and scattered thunderstorms are expected in most of Mozambique through Friday, but heavier rainfall is expected in northern Mozambique, Zambia, Zimbabwe and Malawi over the weekend, he said.",1
"According to meteorologists, a low pressure system in the upper parts of Thailand and a southwesterly wind in the Andaman Sea and the Gulf of Thailand have remained in place and are expected to bring heavy rain to the three regions.",1
(a) International Red Locust Control Organisation for Central and Southern Africa (IRLCO-CSA) based in Zambia has confirmed receiving reports from Livingstome and Sesheke on the outbreak of Africa migratory locusts.,1
On 21 April a ferocious northwesterly wind travelling at a speed of 120 kilometres an hour traversed the Districts of Netrokona and Rangpur in the north of Bangladesh.,1
Most of the IDPs in Ingushetia are staying with host families.,1
"After scanning along the coast of the northern provinces of Ninh Binh, Nam Dinh and Thai Binh last night, this morning typhoon Son Tinh quickly weakened in the coast of Quang Ninh province.",1
The annual economic loss caused by tornadoes and severe thunder storms is perhaps second only to that of the annual floods.,1
"Many of the schemes that have started focus on rural village access roads, community water supply schemes and school renovations that are necessary due to the increased attendance of students since the EMOP's take-home rations started in July this year.",1
"In Cuddapah, a city of 400,000 inhabitants, the situation was worsened by the sudden release of surplus waters from the irrigation canal dams of the Buggavanka project.",1
"Weather forecasters expect downpours and flash floods again in the coming week, posing more threats to the flood-afflicted people.",1
"LUCKNOW: At least 27 people perished in heavy rains lashing large parts of Uttar Pradesh since Sunday evening, pushing the death count in the state this monsoon season to 73.",1
"Volunteers, many from local Christian Aid partner organisations, used loud speakers, hand-held sirens and hoisted flags to warn remote communities of the approaching storm, which sent a million people fleeing to evacuation centres.",1
Gradually this rain belt may extend northwards to parts of west Uttar Pradesh.,1
The bio control technology involves introducing a virus that attacks Maruca vitrata larvae inside the cowpea.,1
"Technology cannot stem the rising tide or halt the menace of an incoming storm surge, Inouye wrote, ""but it can illuminate the choices a community makes as it grows.",1
"About the breach in Kirthar Canal, he said that an attempt was being made to divert floodwater to Hamal Lake, Manchar Lake and the Indus river.",1
"In general, access to grazing pastures has become a serious constraint for many herding households - in both the dzud affected and the receiving areas.",1
The film raises the issue of how concern can be translated into action to save Indonesia's remaining tropical forests.,1
"NANCHANG, May 10 (Xinhua) -- At least 24 have died since heavy rainstorms began pounding east China's Jiangxi Province in April, local authorities said Monday.",1
A similar bonfire was lit in July.,0
The frost episode was brought to a halt on the fourth day when there was an increase in cloud cover that was associated with widespread rains though very light in most areas.,1
"A combination of rain, high tide and northern floodwaters flowing down the Chao Phraya River into the city saw homes and roads flooded to a depth of up to half a metre (20 inches).",1
"In the last months, grazing pasture has been depleted, water supplies have dried up, livestock have lost productivity, died or been killed, maize crops have wilted, and food has become scarce.",1
"With weather forecasts predicting more rain, especially in central and southern provinces, the authorities have prioritized the strengthening of dykes to avoid more breaches and more flooding.",1
"Famine Early Warning System (FEWS)/Somalia estimates losses of Gu'crops in traditional underground granaries due to floods and rain water seepage at 31,1000 tones.",1
"The impacts of natural disasters have become more severe, floods threaten to be more severe, so we need a long-term vision to ensure the safety in the delta and mitigate damages caused by floods.",0
Much of LWR's tsunami recovery work in Sri Lanka has been made possible by a generous gift from the Evangelical Lutheran Church in America.,1
"The Post-Nargis Joint Assessment (PONJA) report released by the Government of the Union of Myanmar, the Association of Southeast Asian Nations (ASEAN) and the United Nations (UN) on July 21, 2008, confirmed that the cyclone caused widespread destruction to homes and critical infrastructure, including roads, jetties, water and sanitation systems, fuel supplies and electricity.",1
"Helicopters from Pakistan's coast guard were still being used to evacuate people stranded along the Hingol and Bisol rivers, the seasonal rivers of the province, according to a press statement by Pakistan's Inter Services Public Relations (ISPR) Directorate, on Sunday.",1
"People had been predicting earthquakes, tidal waves and we even felt a few tremors recently, but obviously we did not take the warnings seriously.",0
The agency said the intermittent downpours of the last several days would be followed by heavy rains and perhaps even tornadoes.A sudden downpour on drought-baked land is greeted with joy and relief.,1
"Some 10,273 people died while 5,823 were missing since December 26 when towering waves slammed into the Indian states of Tamil Nadu, Kerala and the Andaman and Nicobar archipelago in the Indian Ocean.",1
"WASHINGTON, July 14, 2005 - The U.S. Department of Agriculture today announced that it will donate 4,780 metric tons of agricultural commodities to the International Partnership for Human Development (IPHD), a private voluntary organization, for use in the Republic of Guinea.",1
"The northern village of Bailan saw the heaviest rain, measuring 900 millimetres (35 inches) over the past two days, with winds gusting up to 220 kilometres per hour.",1
A pilot programme to build a sustainable service with properly trained personnel is now well underway in two branches: Banda Aceh and Aceh Besar.,0
400 trench latrines have also been installed with support from UNICEF.,1
"Southern provinces, including Hainan, Guangdong, Jiangxi and Fujian, were subject to heavy rain and strong wind warnings.",1
"The sequencing of pressurizing Pakistan, however, is important in order to avoid a backlash from pro-Taliban Pakistani Islamic parties and Islamist elements within the military.",1
Levels of chronic malnutrition and anaemia continue to worsen.,1
"In Myanmar, since last month, areas surrounding the Sittwe district, Rakhine State, near the border with Bangladesh were caught in a severe storm, affecting more than 10,000 people including 14 dead and 15 missing.",1
"To overcome unevenness of their fields, farmers divide their fields into smaller plots.",1
"In Bihar, fresh areas were submerged by overflowing river waters affecting large stretches of railway track and roads, including the national highway.",1
The eruption on April 18th blew volcanic rocks which broke solar panels on roofs and car windows in Takaharu-cho.The matching grant was increased and fulfilled within weeks: an anonymous donor added tens of thousands of dollars to the original matching grant figure and hundreds of additional generous contributors helped Northwest Medical Teams reach its goal to match the grant figures.,1
"More than 10,000 soldiers and civilian voluteers were called into the region last August to plug a 60 meter (198 foot) breach in the dyke during disastrous Yangtze flooding that killed more than 4,000 people nationwide.",1
"CHANDIGARH: Moderate to heavy rains lashed several parts of Punjab and Haryana today, leading to a flood-like situation in 150 villages where major rivers are in spate.",1
"Resettlement's success depends upon the work of local nonprofits, communities, churches and volunteers.",1
Survivors say they were blinded for half-an-hour by the dust from landfalls.,1
"He added that the eruption, which occurred at 7:56 a.m., discharged volcanic dust up to 1,000 meters high and hot clouds as far as 2 km to the south.",1
"We are seeing very intense, torrential showers over a short period of time completely saturating the ground. (March 30, 2005) MILLWOOD, Va. -- Medical volunteers from Project HOPE evaluated and treated more than 9,200 Indonesian patients and performed over 17,000 medical procedures aboard the USNS Mercy in the aftermath of the tsunami, the humanitarian relief organization said today.Citing the limited alternative opportunities that the affected communities have, Rtd Col Christian Katsande, Deputy Chief Secretary to the President and Cabinet said, ""While addressing the urgent lifesaving needs of the affected communities, the assistance needs to be delivered in a way that strengthens resilience of the affected communities to adapt to recurrent erratic rain patterns and natural disasters"". In addition, International Medical Corps also provided training materials and sessions specific to parents, teachers, or other caregivers to enable them to support children's emotional needs. **Ethiopia** The southern and eastern regions of Ethiopia have also received heavy and well-distributed precipitation totals"", according to the Africa Hazards Outlook, ""with lesser amounts observed in the west and higher elevations of the country.""",1
"However, after the initial floodwaters subsided 20 - 25 families were reported to have left for Makarate towards the higher ground.",1
"A series of powerful aftershocks rattled nerves after Sunday's 6.8-magnitude quake, which sent terrified people running from homes and hotels in the country's second-biggest city of Mandalay and surrounding villages.",1
"Last year, Kenya's Cabinet Secretary for Environment Judi Wakhungu said that KFS' revised policy framework for forest conservation and sustainable management lists features including community participation, community forest associations and benefit sharing.",1
"The Committee remains concerned that implementation of the Temporary Recommendations is still incomplete, especially as immunization systems have continued to deteriorate in a number of the countries at greatest risk of new importations, particularly those affected by conflict.",1
The crisis is deepened because forestry workers are being transferred to fire-fighting rather than their normal work.,1
"Authorities are struggling to improve the infrastructure of Karachi, Pakistan's economic hub, but haphazard development in recent years has complicated the laying of new storm sewers.",0
2.1 Populations in southern Afghan provinces may face a difficult summer after having lost almost all their rain-fed wheat crops and up to 80 percent of their livestock due to the lack of precipitation.,1
"More than 6 million animals, already weakened by scarce summer feeding, starved to death when heavy snow blanketed the scarce pastures left.",1
(a) The Crop Estimates Committee of South Africa (CEC) reports that the latest estimate of the current South African white maize crop is 9 percent higher than estimated in February and is now expected to be 7.4 million tons.,0
"Dengue is characterized by a sudden onset of headaches, severe muscle and joint pains and often also a rash.",1
"* Furthermore, the Government and donors should aim to provide a balanced comprehensive response (food aid coupled with programs in health and nutrition, water and sanitation, communicable disease surveillance, and livestock protection) to support the livelihoods of poor households.",1
"But more than 250 buildings were destroyed, along with roads, bridges, and water towers.",1
